id,label,text,image_url,publish_date,image_id
653,fake,Not 96 million square kilometers anymore According to the latest issue of American Geographical Magazine based on data from American remote sensing mapping satellites Chinas territorial area is only 712 million square kilometers In 1949 when the Nationalist government left the mainland it left behind a territorial area of 11418174 square kilometers Now Chinas territory Read more O web link Download LOFTER client O page not found   Here is the cleaned translation   Not 96 million square kilometers anymore According to the latest issue of the American Geographical Magazine based on data from American remote sensing mapping satellites Chinas territorial area is only 712 million square kilometers,,,
654,fake,Most toothpastes in the domestic market are purely chemical-based Please be careful when purchasing as long-term use by children may lead to a higher risk of cancer when they grow up Green✅ Purely natural / Blue Natural + Medicinal / Red Natural + Chemical components / Black⚫ Purely chemical Please help to retweet this post as it will be greatly beneficial,,,
655,fake,Urgent Notice Just now the news on CCTV Channel 2 reported that it is temporarily advisable not to consume pork chicken duck or meat products as 5570 poultry have been infected with anthrax bacteria from Liaoning to Hangzhou An emergency meeting has just concluded in Hangzhou This photo is from a chicken farm at Wuzhong and the anthrax bacteria have reached Lianjiang Please inform your family and friends as much as possible Please forward if received,,,
656,fake,Micro-mourning On Tuesday morning February 19 at 8 am local time in the United States the renowned actor Morgan Freeman passed away due to a heart attack in Los Angeles He was well-known for his representative works such as The Shawshank Redemption Se7en and The Dark Knight trilogy Salute to the great art Tonight lights will be lit for you --- Live for life live for death,,,
657,real,Who will help me off the plane 999 apologizes and admits failure to provide Emergency Gate patient with more hospital options Beijing 999 Emergency Rescue Center issued an apology statement last night sincerely apologizing to Mr Zhang and the public for unclear handover mistakes in the coordination with relevant medical units The patient was not provided with more hospital options during referral and there was a lack of humanistic care in the medical process failing to consider the patients feelings O999 visited the party involved in the Emergency Gate incident to apologize,,,
658,fake,The Maternal and Child Health Hospital reminds you not to give your baby Sunny and milk drinks with additives Tell friends who have children at home Just watched the news Wangzai Milk Coca-Cola Sunny Wahaha AD Calcium Milk Dumex Abbott Minute Maid Fruit Milks with Pineapple Flavor all contain Clostridium botulinum They are now being urgently recalled Parents and friends if you love your children dont let them drink it Must share,,,
659,real,Morning There will be a day when I get used to your straightforwardness and you understand my contradictions We look at each other and smile holding hands growing old together,,,
660,real,OnThisDay At midnight on December 20 1999 the Chinese and Portuguese governments held the handover ceremony at the Macau Cultural Center with the Chinese government resuming sovereignty over Macau marking the return of Macau to the motherland,,,
661,fake,Recently there have been so many lost children and another child has been abducted This time its in Jinxiu Garden Missing Person Notice 13940292999 A reward of 100000 yuan for any leads Please help spread the word This morning a girl over three years old was abducted near Jinxiu Garden Community The girl can recite her fathers phone number From the surveillance video it appears that she was taken away by a man in his forties O web link,,,
662,real,Immediate alert Report this person 3 children injured with 2 dead and 1 injured police offer a reward of 100000 yuan Guangdong police announced that on October 24 a deliberate homicide case occurred resulting in 2 deaths and 1 injury among 3 children Preliminary investigation identified the suspect as a male approximately 36 years old about 168 cm tall He was caught on surveillance cameras strolling through the market wearing shorts and slippers strutting down the street with a very arrogant demeanor Guangdong Heyuan case 3 children with 2 dead and 1 injured suspect struts arrogantly in public China News Network Yuancheng Public Security,,,
